"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 07:06:24,FALSE,NA,"1178204363594096640",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MichaelMarheine",21,TRUE,FALSE,NA,NA
"@globaltimesnews Tibet,Taiwan and Hong Kong r not part and parcel of China,all world should come together and decla… https://t.co/6NWbN8Vsc0",FALSE,0,"globaltimesnews",2019-09-29 06:51:20,TRUE,"1176788431071891457","1178200568977690625","49616273","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Donnit007",0,FALSE,FALSE,NA,NA
"RT @MohammadDadash8: @SpeakerPelosi #restart_opposition 
#RestartMIGA 
#MAGA2020 
#realDonaldTrump 
#Restart_leader https://t.co/nPunESECwd",FALSE,0,NA,2019-09-29 06:50:20,FALSE,NA,"1178200318774935552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AhmadAMZzZ1",8,TRUE,FALSE,NA,NA
"RT @MohammadDadash8: #restart_opposition
#RestartMIGA 
#NancyPelosi 
#realDonaldTrump 
#RestarLeader https://t.co/agBfTZjBrX",FALSE,0,NA,2019-09-29 06:44:52,FALSE,NA,"1178198940837134337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","peyali61",17,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 06:42:20,FALSE,NA,"1178198306159300608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kryon777",21,TRUE,FALSE,NA,NA
"RT @Hossein92817510: @SpeakerPelosi @senatemajldr <U+0001F337> <U+0001F337>#restartleader
#Miga<U+0001F1EE><U+0001F1F7>
#Maga<U+0001F1FA><U+0001F1F8>
#Q<U+0001F4AA>
#PATRIOT<U+0001F337>
#Make_Iran_Great_Again<U+0001F91D>
#RestartMiga
#res…",FALSE,0,NA,2019-09-29 06:39:36,FALSE,NA,"1178197617983012865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AhmadAMZzZ1",2,TRUE,FALSE,NA,NA
"Great again? Ukrainigate. #impeachment #realDonaldTrump #AngelaMerkel",FALSE,0,NA,2019-09-29 06:36:21,FALSE,NA,"1178196800953565187",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","henrycbrinker",0,FALSE,FALSE,NA,NA
"RT @LadyTKnight: @realDonaldTrump Thank you Sir for all you do. This country is lucky to have you &amp; @FLOTUS in the White House fighting for…",FALSE,0,NA,2019-09-29 06:33:06,FALSE,NA,"1178195981361270791",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Trump4D",1,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 06:30:21,FALSE,NA,"1178195288445468672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","conserv2mysoul",21,TRUE,FALSE,NA,NA
"RT @love_mercy3: #AmariAllen #BrettKavanaugh #realDonaldTrump  I wonder where the three boys at #Immanuelchristianschool got the idea to ho…",FALSE,0,NA,2019-09-29 06:18:41,FALSE,NA,"1178192351467991040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TamiMcKnight12",1,TRUE,FALSE,NA,NA
"@realDonaldTrump Thank you Sir for all you do. This country is lucky to have you &amp; @FLOTUS in the White House fight… https://t.co/BXHwrVcJzk",FALSE,2,"realDonaldTrump",2019-09-29 06:17:40,TRUE,"1178142518501879808","1178192097897254912","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LadyTKnight",1,FALSE,FALSE,NA,NA
"#PelosiResign #realDonaldTrump https://t.co/G6ROcTBJXe",FALSE,0,NA,2019-09-29 06:17:00,FALSE,NA,"1178191928195719168",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","2911Warrior",0,FALSE,FALSE,NA,NA
"RT @MohammadDadash8: #restart_opposition
#RestartMIGA 
#NancyPelosi 
#realDonaldTrump 
#RestarLeader https://t.co/agBfTZjBrX",FALSE,0,NA,2019-09-29 06:13:36,FALSE,NA,"1178191075447627777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Azno961",17,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 06:07:52,FALSE,NA,"1178189632413958144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sgaus111",21,TRUE,FALSE,NA,NA
"RT @paulie1382: weed out the unfit
the POTUS for example
a new eugenics

#realDonaldTrump #senryu #poetry",FALSE,0,NA,2019-09-29 06:07:24,FALSE,NA,"1178189513207644160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ksjkollam",1,TRUE,FALSE,NA,NA
"RT @LisaTuc54460653: This is the Real story behind the MURDER OF SETH RICH

https://t.co/njJ1pBXlYM

#JohnHereToHelp 
#SantaSurfing 
#WeThe…",FALSE,0,NA,2019-09-29 06:05:42,FALSE,NA,"1178189086886125568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","naivetruth",7,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 05:59:13,FALSE,NA,"1178187455066976256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PlastiksurgeonE",21,TRUE,FALSE,NA,NA
"Legally Speaking, this guy is finished. The fraudulent Iranian nuclear deal is directly linked to Obama and the Rot… https://t.co/DmdVwqJMxn",FALSE,0,NA,2019-09-29 05:58:32,TRUE,NA,"1178187282060201984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","diehardjcu",0,FALSE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 05:55:38,FALSE,NA,"1178186550745583616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Terimil54296335",21,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 05:48:35,FALSE,NA,"1178184776701943808",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LemeurMarc",21,TRUE,FALSE,NA,NA
"#realDonaldTrump is worse than a petulant child. https://t.co/mHDV7pdjW1",FALSE,1,NA,2019-09-29 05:41:25,FALSE,NA,"1178182974522580992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SteveMo42261978",0,FALSE,FALSE,NA,NA
"RT @LisaTuc54460653: This is the Real story behind the MURDER OF SETH RICH

https://t.co/njJ1pBXlYM

#JohnHereToHelp 
#SantaSurfing 
#WeThe…",FALSE,0,NA,2019-09-29 05:39:52,FALSE,NA,"1178182586696224769",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tianabelle",7,TRUE,FALSE,NA,NA
"RT @MohammadDadash8: @SpeakerPelosi #restart_opposition 
#RestartMIGA 
#MAGA2020 
#Trump2020 
#Restart_leader 
#realDonaldTrump https://t.c…",FALSE,0,NA,2019-09-29 05:38:54,FALSE,NA,"1178182339748388864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Molavishams1",11,TRUE,FALSE,NA,NA
"RT @diehardjcu: #CNN #MSNBC #FoxNews #realDonaldTrump #MAGA2020 #NRA #NFL #ESPN #NYTimes #SeanHannity #nypost #washingtonpost #ABCNews #Joe…",FALSE,0,NA,2019-09-29 05:37:55,FALSE,NA,"1178182095102857216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","diehardjcu",0,TRUE,FALSE,NA,NA
"More than 180,000 Americans removed from Ohio voter rolls by #GOP in desperate attempt to keep CORRUPT Russian Pupp… https://t.co/oCPsP9kBIN",FALSE,0,NA,2019-09-29 05:37:46,TRUE,NA,"1178182055659630593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeffreymmiller",0,FALSE,FALSE,NA,NA
"American Federal Judge's ruling upends how White Supremacist #realDonaldTrump's Ethnic Cleansing Agents target Non-… https://t.co/E0ZP4sJrUX",FALSE,0,NA,2019-09-29 05:34:44,TRUE,NA,"1178181291948142593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeffreymmiller",0,FALSE,FALSE,NA,NA
"RT @MohammadDadash8: @SpeakerPelosi #restart_opposition 
#RestartMIGA 
#MAGA2020 
#realDonaldTrump 
#Restart_leader https://t.co/nPunESECwd",FALSE,0,NA,2019-09-29 05:34:00,FALSE,NA,"1178181107986173952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rskherad3",8,TRUE,FALSE,NA,NA
"A new Senate report on Russian MONEY LAUNDERING by the NRA to fund CORRUPT #realDonaldTrump’s 2016 election threate… https://t.co/szzBTeHdGc",FALSE,0,NA,2019-09-29 05:30:17,TRUE,NA,"1178180175269371905",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeffreymmiller",0,FALSE,FALSE,NA,NA
"#Megalomania #narcissists #RomanEmpire #Dumbtrumpistan #POTUS #realDonaldTrump Commodus https://t.co/Ob0Ou4ONJG",FALSE,0,NA,2019-09-29 05:28:52,FALSE,NA,"1178179816522207233",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IsteveneNieddu",0,FALSE,FALSE,NA,NA
"RT @SteveWi04060820: #BeefProducers are not asking for hand outs.   We are just asking for #FairCattleMarkets so we can continue to provide…",FALSE,0,NA,2019-09-29 05:28:00,FALSE,NA,"1178179596631429120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BaltruschNathan",11,TRUE,FALSE,NA,NA
"RT @MohammadDadash8: #restart_opposition
#RestartMIGA 
#NancyPelosi 
#realDonaldTrump 
#RestarLeader https://t.co/agBfTZjBrX",FALSE,0,NA,2019-09-29 05:27:11,FALSE,NA,"1178179394940092416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KingOfN45558616",17,TRUE,FALSE,NA,NA
"CORRUPT Russian Puppet #realDonaldTrump demands State Dept. probe Hillary Clinton’s email in attempt to divert atte… https://t.co/aloKkviGFE",FALSE,0,NA,2019-09-29 05:25:04,TRUE,NA,"1178178860074094592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeffreymmiller",0,FALSE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 05:24:21,FALSE,NA,"1178178681098899456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","serengetisun",21,TRUE,FALSE,NA,NA
"RT @Mohamma42560483: @SpeakerPelosi #realDonaldTrump 
#restart_opposition 
#RestartMIGA",FALSE,0,NA,2019-09-29 05:19:37,FALSE,NA,"1178177487483887616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Molavishams1",3,TRUE,FALSE,NA,NA
"RT @ALPHAOMEGA7771: @MayorOfLA GOD TOLD ME.. TO SEND YOU THE FOLLOWING.. SO THAT YOU WOULD BE ACCOUNTABLE! @TheJusticeDept #TheJusticeDept…",FALSE,0,NA,2019-09-29 05:17:56,FALSE,NA,"1178177063666233344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ALPHAOMEGA7771",1,TRUE,FALSE,NA,NA
"Is it possible @IlhanMN could introduce #realdonaldtrump at #TargetCenter #msp #TeamTrump",FALSE,0,NA,2019-09-29 05:17:51,FALSE,NA,"1178177042401116160",NA,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>","manlyproducts",0,FALSE,FALSE,NA,NA
"RT @MohammadDadash8: #restart_opposition
#RestartMIGA 
#NancyPelosi 
#realDonaldTrump 
#RestarLeader https://t.co/agBfTZjBrX",FALSE,0,NA,2019-09-29 05:15:26,FALSE,NA,"1178176435594387456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Naser143121",17,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 05:15:02,FALSE,NA,"1178176336797388800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","christyls812",21,TRUE,FALSE,NA,NA
"RT @MohammadDadash8: #restart_opposition
#RestartMIGA 
#NancyPelosi 
#realDonaldTrump 
#RestarLeader https://t.co/agBfTZjBrX",FALSE,0,NA,2019-09-29 05:11:24,FALSE,NA,"1178175422539993088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","azadi23857329",17,TRUE,FALSE,NA,NA
"RT @MohammadDadash8: @SpeakerPelosi #restart_opposition 
#RestartMIGA 
#MAGA2020 
#realDonaldTrump 
#Restart_leader https://t.co/nPunESECwd",FALSE,0,NA,2019-09-29 05:07:43,FALSE,NA,"1178174493174505472",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Molavishams1",8,TRUE,FALSE,NA,NA
"@MayorOfLA @FRANCE24 @MayorOfLA @FBI #FBI @CIA #CIA @TheJusticeDept #TheJusticeDept @UN #UN @USSupremeCourt… https://t.co/4WFVhJM29W",FALSE,0,"ALPHAOMEGA7771",2019-09-29 05:06:19,TRUE,"1175893467450486785","1178174140995518464","1025798553023606784","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ALPHAOMEGA7771",0,FALSE,FALSE,NA,NA
"Watch ""Impeachment Blowback: Pelosi Seals Democrat Doom, Guarantees Trump Reelection""  https://t.co/PWmZ3Kyv3Z… https://t.co/nJ4CHkaIjQ",FALSE,0,NA,2019-09-29 05:05:00,TRUE,NA,"1178173808655699971",NA,"<a href=""http://sinproject.net/tweecha"" rel=""nofollow"">Tweecha Lite</a>","No_Democrats",0,FALSE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 05:02:00,FALSE,NA,"1178173056289783811",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pardeeprince",21,TRUE,FALSE,NA,NA
"RT @jackOfAllTradie: Greta Thunberg is symbolic but should be taken as a real opinion, justifiably held by those who disdain 'retail politi…",FALSE,0,NA,2019-09-29 05:01:52,FALSE,NA,"1178173021770530816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ldundas96",8,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 04:53:15,FALSE,NA,"1178170852602343424",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TeresaSchuste14",21,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 04:51:39,FALSE,NA,"1178170451350024192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DaveNicholas9",21,TRUE,FALSE,NA,NA
"RT @ALPHAOMEGA7771: @UN GOD SAID.. HERE IS THE PROBLEM.. TIME.. TO SOLVE IT! RESOLVE THIS EXPEDITIOUSLY.. HOW!? SUMMARY JUDGEMENT.. SUMMARY…",FALSE,0,NA,2019-09-29 04:50:52,FALSE,NA,"1178170255249686529",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ALPHAOMEGA7771",1,TRUE,FALSE,NA,NA
"@realDonaldTrump We are behind you 100%, and stand strong behind you. The lower they go, the more we see through them. #realDonaldTrump",FALSE,0,"realDonaldTrump",2019-09-29 04:48:23,FALSE,"1178055467987275776","1178169627408568321","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PKrieps",0,FALSE,FALSE,NA,NA
"RT @jazminasaavedra: #realDonaldTrump #NancyPelosi #MaxineWaters #KamalaHarris2020 #AlexandriaOcasioCortez https://t.co/vzEyrfSR5x",FALSE,0,NA,2019-09-29 04:47:28,FALSE,NA,"1178169399947272192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",4,TRUE,FALSE,NA,NA
"RT @jazminasaavedra: #realDonaldTrump #NancyPelosi #AlexandriaOcasioCortez https://t.co/6KX6QQAhde",FALSE,0,NA,2019-09-29 04:46:27,FALSE,NA,"1178169140789600256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",3,TRUE,FALSE,NA,NA
"RT @jazminasaavedra: #realDonaldTrump #BernieSanders https://t.co/6Ba8gUE8lE",FALSE,0,NA,2019-09-29 04:46:09,FALSE,NA,"1178169067179515904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",1,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 04:45:17,FALSE,NA,"1178168848052359168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","milesgloryrd",21,TRUE,FALSE,NA,NA
"RT @jazminasaavedra: #realDonaldTrump #Latinosfortrump #MAGA https://t.co/P0ip8G1DSR",FALSE,0,NA,2019-09-29 04:45:06,FALSE,NA,"1178168803584282624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",3,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 04:44:21,FALSE,NA,"1178168612563099648",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ConnieM52153787",21,TRUE,FALSE,NA,NA
"Watch ""The Greg Gutfeld Show 9/28/19 FULL |  https://t.co/8z0AiV0aBz  @cspanwj  @realDonaldTrump #breaking #Fact… https://t.co/lG4nrMYc7G",FALSE,0,NA,2019-09-29 04:40:50,TRUE,NA,"1178167729762836480",NA,"<a href=""http://sinproject.net/tweecha"" rel=""nofollow"">Tweecha Lite</a>","No_Democrats",0,FALSE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 04:37:57,FALSE,NA,"1178167004802375682",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","runsheeprun",21,TRUE,FALSE,NA,NA
"""J­u­t­i­c­e with Judge Jeanine  9/28/19 [ Full ]  |  https://t.co/Y88t7MduSp THE VIDEO THAT EXPLAINS BIDEN IS GUIL… https://t.co/URm9njh4Cy",FALSE,1,NA,2019-09-29 04:29:29,TRUE,NA,"1178164870962929669",NA,"<a href=""http://sinproject.net/tweecha"" rel=""nofollow"">Tweecha Lite</a>","No_Democrats",0,FALSE,FALSE,NA,NA
"RT @jazminasaavedra: #realDonaldTrump #NancyPelosi #MaxineWaters #KamalaHarris2020 #AlexandriaOcasioCortez #BernieSanders can you explain t…",FALSE,0,NA,2019-09-29 04:29:15,FALSE,NA,"1178164815765938176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",3,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 04:29:00,FALSE,NA,"1178164752759103488",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TaraStar777",21,TRUE,FALSE,NA,NA
"RT @jazminasaavedra: #realDonaldTrump #HillaryClinton https://t.co/ySBQIGoo9d",FALSE,0,NA,2019-09-29 04:28:12,FALSE,NA,"1178164551235321856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",2,TRUE,FALSE,NA,NA
"RT @jazminasaavedra: #realDonaldTrump #Latinosfortrump https://t.co/WrYkCKjjuK",FALSE,0,NA,2019-09-29 04:27:53,FALSE,NA,"1178164471883280384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",2,TRUE,FALSE,NA,NA
"RT @jazminasaavedra: #realDonaldTrump #Latinosfortrump https://t.co/diILXBqRNz",FALSE,0,NA,2019-09-29 04:27:44,FALSE,NA,"1178164434109382656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",2,TRUE,FALSE,NA,NA
"RT @jazminasaavedra: #realDonaldTrump my new PLASTIC STRAW here in California https://t.co/WwcVqzMPAR",FALSE,0,NA,2019-09-29 04:27:08,FALSE,NA,"1178164279880671232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",1,TRUE,FALSE,NA,NA
"RT @jazminasaavedra: #realDonaldTrump https://t.co/871sLipzTT",FALSE,0,NA,2019-09-29 04:26:48,FALSE,NA,"1178164197806542850",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",2,TRUE,FALSE,NA,NA
"RT @jazminasaavedra: #realDonaldTrump #VoterID https://t.co/qhGx1cNgKh",FALSE,0,NA,2019-09-29 04:26:37,FALSE,NA,"1178164150989737984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",1,TRUE,FALSE,NA,NA
"RT @alaphiah: Truth is out! Oh and Obama can be impeached! Bombshell:  Media Blackout As DOJ Announces Obama Accepted At Least $21.6 Millio…",FALSE,0,NA,2019-09-29 04:26:26,FALSE,NA,"1178164103749210113",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Bahfongoo",11,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 04:26:12,FALSE,NA,"1178164045037391873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Podium_Hawk",21,TRUE,FALSE,NA,NA
"RT @jazminasaavedra: Calling for a #boycottchina #realDonaldTrump #Latinosfortrump https://t.co/OdRjjeXqpQ",FALSE,0,NA,2019-09-29 04:26:11,FALSE,NA,"1178164040192925697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",1,TRUE,FALSE,NA,NA
"RT @TheBlank: #all #realDonaldTrump #Congress #Senate #DNC #RNC #GOP #FoxNews #CNN #MSNBC #TUCKER #UN #Democrats #Republicans #USA #Ukraine…",FALSE,0,NA,2019-09-29 04:25:55,FALSE,NA,"1178163975202230272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheBlank",1,TRUE,FALSE,NA,NA
"#all #realDonaldTrump #Congress #Senate #DNC #RNC #GOP #FoxNews #CNN #MSNBC #TUCKER #UN #Democrats #Republicans… https://t.co/mLEZcI0YHt",FALSE,1,NA,2019-09-29 04:25:38,TRUE,NA,"1178163905174085633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheBlank",1,FALSE,FALSE,NA,NA
"RT @jazminasaavedra: #realDonaldTrump #Latinosfortrump #trump2020 #marcoguitierrez https://t.co/lgdiXBIVoo",FALSE,0,NA,2019-09-29 04:23:32,FALSE,NA,"1178163377182519301",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",1,TRUE,FALSE,NA,NA
"RT @jazminasaavedra: #realDonaldTrump #Latinosfortrump California #trump2020 https://t.co/8NSWZpWptQ",FALSE,0,NA,2019-09-29 04:23:00,FALSE,NA,"1178163239525466112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WILLIAMBARRIGR8",3,TRUE,FALSE,NA,NA
"Watch ""J­u­t­i­c­e with Judge Jeanine  9/28/19 [ Full ]  | Jutice Jeanine   https://t.co/lQZM2u11G8… https://t.co/t8RpFN63jN",FALSE,0,NA,2019-09-29 04:22:52,TRUE,NA,"1178163208600915969",NA,"<a href=""http://sinproject.net/tweecha"" rel=""nofollow"">Tweecha Lite</a>","No_Democrats",0,FALSE,FALSE,NA,NA
"RT @keatleygarvey: NRA helped Trump win election. Corrupt #realdonaldtrump https://t.co/GJAoG7Lopq",FALSE,0,NA,2019-09-29 04:22:05,FALSE,NA,"1178163008289136640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dismisstrump",0,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 04:20:49,FALSE,NA,"1178162693485862914",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SCovitz",21,TRUE,FALSE,NA,NA
"RT @Utsava4: Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and after her…",FALSE,0,NA,2019-09-29 04:20:44,FALSE,NA,"1178162668420714501",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","bcofbrave_mom",21,TRUE,FALSE,NA,NA
"Any more questions as to why you don't see the REAL #Hillary in public anymore? She was arrested last Christmas and… https://t.co/wcQ8NmNE9P",FALSE,54,NA,2019-09-29 04:20:16,TRUE,NA,"1178162555078004736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Utsava4",21,FALSE,FALSE,NA,NA
"RT @LifeZette: #JudgeJeanine #realDonaldTrump https://t.co/TmkGIu2n5e #mondaythoughts",FALSE,0,NA,2019-09-29 04:11:21,FALSE,NA,"1178160309959151616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanAsian1",195,TRUE,FALSE,NA,NA
